male,preschool,expectBachelors,motherHS,motherBachelors,motherWork,fatherHS,fatherBachelors,fatherWork,selfBornUS,motherBornUS,fatherBornUS,englishAtHome,computerForSchoolwork,read30MinsADay,minutesPerWeekEnglish,studentsInEnglish,schoolHasLibrary,publicSchool,urban,schoolSize,readingScore,cat_raceeth_Asian,cat_raceeth_Black,cat_raceeth_Hispanic,cat_raceeth_More than one race,cat_raceeth_Native Hawaiian/Other Pacific Islander,cat_raceeth_White,readingScorePercentile
0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,180,15,0.0,1,1,2162,385.82,0,0,1,0,0,0,0.10444874274661509
1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,275,20,1.0,1,0,1382,437.52,0,0,0,0,0,1,0.23652942801878973
1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,273,23,1.0,1,0,361,403.45,0,0,0,0,0,1,0.1458966565349544
1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,273,23,0.0,1,0,899,459.17,0,0,0,1,0,0,0.31970157502072394
0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,270,40,1.0,1,1,1734,639.47,0,0,0,0,0,1,0.9311964631113567
1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,250,16,1.0,0,1,915,632.33,0,0,0,0,0,1,0.9212489638021553
1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,270,30,1.0,1,0,2402,388.22,0,0,1,0,0,0,0.10886985355070461
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,280,23,1.0,1,0,1848,575.13,0,0,0,1,0,0,0.7749378281293174
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,180,25,1.0,1,1,914,470.03,0,1,0,0,0,0,0.3600442111080409
1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270,9,1.0,1,0,389,612.21,0,0,0,0,0,1,0.8820116054158608
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225,25,1.0,1,0,1233,581.82,0,0,0,0,0,1,0.7957999447361149
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,450,20,1.0,1,1,1720,598.16,0,0,0,0,0,1,0.8427742470295662
0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225,20,1.0,1,0,276,485.12,0,0,0,0,0,1,0.41724233213594913
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,210,25,1.0,1,0,996,699.37,0,0,0,0,0,1,0.9903288201160542
1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,275,30,1.0,1,0,2340,427.58,0,1,0,0,0,0,0.20986460348162475
1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,144,30,1.0,1,0,1295,655.66,0,0,0,0,0,1,0.952196739430782
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,900,20,1.0,1,1,991,423.24,0,1,0,0,0,0,0.19743022934512297
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,275,26,0.0,1,1,1392,427.13,0,1,0,0,0,0,0.2079303675048356
0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,100,23,1.0,1,0,358,550.66,0,0,0,0,0,1,0.6880353688864327
0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,325,20,1.0,1,1,2640,580.77,0,0,0,0,0,1,0.7927604310583034
0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270,25,1.0,1,1,1619,311.62,0,1,0,0,0,0,0.017960762641613705
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225,25,1.0,1,0,1848,570.04,0,0,0,0,0,1,0.7579441834760984
1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,273,30,1.0,1,0,358,343.65,0,0,0,0,0,1,0.042967670627245096
0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,45,23,1.0,1,0,889,396.39,0,1,0,0,0,0,0.12351478308925118
0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225,20,1.0,1,0,1680,517.61,0,0,0,0,0,1,0.5576126001657916
1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270,40,1.0,1,1,2966,479.13,0,0,0,0,0,1,0.3965183752417795
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,160,23,1.0,1,1,1900,577.74,0,0,0,0,0,1,0.7852998065764023
0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,20,1.0,1,0,690,687.93,0,0,0,0,0,1,0.984249792760431
1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,350,25,1.0,1,0,762,504.94,0,1,0,0,0,0,0.4990328820116054
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225,27,1.0,0,1,308,577.75,0,0,0,1,0,0,0.7859906051395413
1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,525,30,1.0,1,0,930,665.6,0,0,0,0,0,1,0.9646311135672838
1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270,24,1.0,1,1,2999,295.63,0,1,0,0,0,0,0.011052777010223818
1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,300,25,1.0,1,1,2144,479.61,0,0,1,0,0,0,0.39789997236805746
0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200,23,1.0,1,0,1327,479.8,0,0,0,0,0,1,0.39886709035645207
1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,630,30,1.0,1,0,432,477.61,0,0,0,0,0,1,0.3923735838629456
0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250,26,1.0,1,0,1375,464.78,0,0,0,0,0,1,0.3430505664548218
0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,250,54,1.0,1,0,347,549.71,0,0,0,0,0,1,0.68444321635811
1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60,25,1.0,1,1,1110,348.62,0,0,1,0,0,0,0.0487703785576126
0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,225,27,1.0,1,0,358,477.26,0,0,0,0,0,1,0.3905775075987842
0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,450,30,1.0,1,0,1387,593.32,0,0,0,0,0,1,0.8289582757667864
1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,240,17,1.0,1,0,247,546.15,0,0,0,0,0,1,0.6721470019342359
1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,225,24,1.0,1,1,1574,446.02,0,0,1,0,0,0,0.27162199502625034
1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,160,10,1.0,1,1,1900,581.98,0,0,0,0,0,1,0.7967670627245095
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,250,20,1.0,1,0,636,423.89,0,0,0,0,0,1,0.19936446532191213
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,280,25,1.0,1,1,2144,512.32,0,0,1,0,0,0,0.5346780878695773
1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,285,20,1.0,0,1,570,613.49,0,0,0,0,0,1,0.8844984802431611
0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,72,10,1.0,1,1,3138,415.45,0,0,1,0,0,0,0.17421939762365293
1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,240,24,0.0,1,1,1400,506.95,0,1,0,0,0,0,0.5095330201713181
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250,28,1.0,1,1,2080,634.57,0,0,0,0,0,1,0.9237358386294556
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,75,24,1.0,1,1,3261,509.75,0,1,0,0,0,0,0.5225200331583311
0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,450,24,1.0,1,0,930,448.98,0,0,0,0,0,1,0.28212213318596296
0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,33,1.0,1,0,2340,488.54,0,0,0,0,0,1,0.4335451782260293
1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,50,20,1.0,1,1,1998,525.63,0,0,1,0,0,0,0.5915998894722299
1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,105,19,1.0,1,0,196,426.94,0,0,0,0,0,1,0.2075158883669522
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,90,30,1.0,1,0,2569,414.98,0,0,1,0,0,0,0.172147001934236
1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275,20,1.0,1,1,1276,381.81,0,1,0,0,0,0,0.09892235424150318
1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,150,18,1.0,1,1,1720,417.4,0,0,1,0,0,0,0.17933130699088146
0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,360,28,1.0,1,1,1400,555.82,1,0,0,0,0,0,0.7059961315280464
1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,265,30,1.0,1,1,2085,442.97,1,0,0,0,0,0,0.2580823431887262
0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,280,22,1.0,1,0,227,508.48,0,0,0,0,0,1,0.5176844432163581
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,50,20,1.0,1,1,1276,611.35,0,0,0,0,0,1,0.8777286543243991
0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,180,30,1.0,1,1,1202,416.56,0,1,0,0,0,0,0.17767339043934788
1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,42,1.0,1,1,3138,449.71,0,0,1,0,0,0,0.2840563691627521
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,240,22,1.0,1,0,1380,427.37,0,0,0,0,0,1,0.20917380491848578
0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60,26,1.0,1,1,3201,266.66,1,0,0,0,0,0,0.00303951367781155
0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250,30,1.0,1,0,505,476.14,0,0,0,0,0,1,0.3854655982315557
0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,60,30,1.0,1,1,3261,564.96,0,0,1,0,0,0,0.7383255042829511
0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,270,20,1.0,1,0,196,496.48,0,0,0,0,0,1,0.46463111356728376
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250,28,1.0,1,0,1610,574.33,0,0,0,0,0,1,0.771207515888367
0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225,30,1.0,1,0,276,412.2,0,0,0,0,0,1,0.16551533572810168
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1200,27,1.0,1,0,361,387.41,0,0,0,0,0,1,0.10735009671179883
1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250,40,1.0,1,1,2085,465.74,1,0,0,0,0,0,0.3476098369715391
1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,20,1.0,1,0,1489,476.16,0,0,1,0,0,0,0.3858800773694391
0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,225,27,1.0,1,0,1897,617.47,1,0,0,0,0,0,0.891406465874551
0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225,25,1.0,1,0,3009,388.76,0,0,0,0,0,1,0.1102514506769826
1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,60,20,1.0,1,1,1937,462.37,0,1,0,0,0,0,0.33144515059408675
1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,450,26,1.0,1,0,1750,461.57,0,0,0,0,0,1,0.32757667864050843
0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,300,32,1.0,1,1,2255,627.56,0,0,0,0,0,1,0.9137883393202542
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,450,30,1.0,1,0,1750,538.69,0,0,0,0,0,1,0.6420281845813761
1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,126,62,1.0,1,0,1347,389.82,0,0,0,0,0,1,0.11232384636639955
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275,20,1.0,1,0,1526,627.2,0,0,0,0,0,1,0.913235700469743
1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,160,29,1.0,1,1,1196,412.03,0,0,1,0,0,0,0.1646863774523349
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,300,30,1.0,1,0,898,535.17,0,0,0,0,0,1,0.6282122133185963
1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,450,25,1.0,1,0,432,474.32,0,0,0,0,0,1,0.3781431334622824
1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,235,10,1.0,1,1,3000,466.3,0,0,1,0,0,0,0.34968223266095605
1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,390,30,1.0,1,0,2402,408.66,0,0,0,0,0,1,0.15639679469466702
1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,240,25,0.0,1,0,887,518.33,0,0,0,0,0,1,0.5603757944183476
1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,204,39,1.0,1,1,2942,534.85,0,0,1,0,0,0,0.6276595744680851
1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,300,30,1.0,1,1,2149,363.93,0,0,1,0,0,0,0.06617850234871511
1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250,20,1.0,1,0,1375,501.58,0,0,0,0,0,1,0.487012987012987
1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,275,30,1.0,1,0,316,588.48,0,0,0,1,0,0,0.8165239016302847
1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20,2,0.0,1,0,889,455.08,0,0,1,0,0,0,0.3045040066316662
1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,225,13,1.0,1,0,316,541.9,0,0,0,0,0,1,0.6551533572810169
0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,900,22,1.0,1,1,991,498.79,0,0,0,0,0,0,0.4752694114396242
1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,260,26,1.0,1,1,3164,277.91,0,0,1,0,0,0,0.005526388505111909
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260,26,0.0,1,1,626,360.4,0,0,0,0,0,0,0.062448190107764576
0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,280,29,1.0,1,1,1046,553.12,0,0,0,0,0,1,0.696739430781984
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,290,20,1.0,1,1,3261,548.75,0,0,1,0,0,0,0.681680022105554
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,250,25,1.0,1,0,1064,712.1,0,0,0,0,0,1,0.9947499309201436
0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,630,28,1.0,1,0,899,448.58,1,0,0,0,0,0,0.280049737496546
1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,250,10,1.0,1,0,1382,397.76,0,0,0,0,0,1,0.1279358938933407
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,300,32,1.0,1,0,2340,660.37,0,0,0,0,0,1,0.9593810444874274
1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,225,30,1.0,1,0,1680,536.93,0,0,0,0,0,1,0.6352583586626139
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,275,20,1.0,1,0,1526,535.96,0,0,0,0,0,1,0.6312517269964079
1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225,25,0.0,1,0,276,458.29,0,0,0,0,0,1,0.3170765404807958
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,25,1.0,1,1,1998,572.98,0,0,1,0,0,0,0.7658192870958829
0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225,24,1.0,1,0,276,548.36,0,0,0,0,0,1,0.6805747444045316
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,240,20,1.0,1,1,2640,374.59,0,0,1,0,0,0,0.08621166067974578
1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250,22,1.0,1,1,1723,483.62,0,0,0,0,0,1,0.41295938104448743
0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,285,26,1.0,1,1,1937,452.23,0,0,0,0,0,1,0.2926222713456756
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,290,30,1.0,1,1,1046,425.62,0,0,0,0,0,1,0.20392373583862947
1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,210,31,0.0,1,0,889,463.98,0,0,1,0,0,0,0.33945841392649906
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,475,20,1.0,1,0,930,581.32,0,0,0,0,0,1,0.7935893893340702
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225,14,0.0,0,1,366,592.57,0,0,0,0,0,1,0.8259187620889749
1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,172,17,1.0,1,0,509,592.33,0,0,0,0,0,1,0.8249516441005803
0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,225,24,1.0,1,0,2748,436.66,0,0,0,0,0,1,0.23348991434097818
0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,270,20,1.0,1,0,1471,620.41,0,0,0,0,0,1,0.8959657363912683
0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275,30,1.0,1,0,1848,530.08,0,0,0,0,0,1,0.6092843326885881
0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225,10,1.0,1,0,1137,646.46,0,0,0,0,0,1,0.9403150041447914
0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200,18,1.0,1,0,509,583.31,0,0,0,0,0,1,0.8022934512296215
0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200,28,1.0,1,0,846,475.27,0,0,0,0,0,1,0.38104448742746616
1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,273,27,1.0,1,0,820,310.78,0,1,0,0,0,0,0.01713180436584692
0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225,20,1.0,1,0,347,550.5,0,0,0,0,0,1,0.6866537717601547
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250,30,1.0,1,0,926,607.0,0,0,0,0,0,1,0.8646034816247582
0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,15,1.0,1,1,1276,479.0,0,1,0,0,0,0,0.39568941696601273
1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,200,30,0.0,0,1,1212,669.69,0,0,0,0,0,1,0.9684995855208621
1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275,40,1.0,1,0,1692,542.22,0,0,0,0,0,1,0.6568112738325504
0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,225,20,0.0,0,1,366,507.52,0,0,0,0,0,1,0.5127106935617574
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,400,15,1.0,1,0,434,474.87,0,0,0,0,0,1,0.38049184857695495
0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,280,20,1.0,1,0,227,623.43,0,0,0,0,0,1,0.9035645205857972
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30,16,1.0,1,0,300,396.64,0,0,1,0,0,0,0.12448190107764576
1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,273,23,1.0,1,0,754,287.45,0,0,0,0,0,1,0.00911854103343465
1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,245,25,1.0,1,0,3009,571.0,0,0,0,0,0,1,0.760292898590771
0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,280,30,1.0,1,1,1937,430.23,0,0,0,1,0,0,0.21801602652666482
1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270,22,1.0,1,1,1411,510.07,0,1,0,0,0,0,0.5244542691351202
1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,275,20,1.0,1,1,539,356.55,0,0,1,0,0,0,0.05650732246476927
0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,261,30,1.0,1,1,2966,574.65,1,0,0,0,0,0,0.7728654324399006
1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,400,25,1.0,1,1,1062,471.91,0,0,0,0,0,1,0.3677811550151976
0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,250,20,1.0,1,0,3004,458.99,0,0,1,0,0,0,0.31901077645758497
1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,160,20,1.0,1,1,1900,610.04,0,0,0,0,0,1,0.8751036197844708
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,250,13,1.0,0,1,915,667.2,0,0,0,0,0,1,0.9661508704061895
